TQ,DPQ,C,OU,DI,DFT,DFO,RD
1,0,0,4,0,7,21,11
0,2,4,3,52,4,8,4
0,2,2,0,8,1,22,7
1,3,2,0,51,12,22,2
0,3,4,1,22,45,0,5
2,3,3,2,13,6,7,7
3,4,1,1,22,17,3,10
2,4,0,1,35,6,23,13
1,4,2,3,8,5,38,18
0,1,1,3,10,10,21,3
4,3,2,3,31,1,8,28
4,0,2,3,46,12,13,0
4,1,2,3,0,20,13,2
3,0,4,0,36,15,21,27
2,2,2,1,12,1,12,5
2,3,2,3,21,11,9,29
0,1,1,3,12,3,2,8
0,4,4,0,34,4,7,4
3,0,2,2,46,34,20,13
2,3,1,4,18,4,27,4
4,4,3,1,43,41,10,2
1,2,3,4,32,19,19,3
0,0,3,3,15,5,16,9
1,2,3,1,63,19,6,9
0,4,1,1,47,54,15,11
3,2,1,0,6,4,24,1
2,1,3,3,41,17,1,11
0,1,2,3,53,3,20,5
0,0,4,4,8,8,22,10
3,3,0,2,57,1,11,1
0,1,3,0,11,9,1,5
0,3,4,1,14,21,13,11
2,0,1,4,6,0,30,9
4,4,0,1,17,10,5,0
2,1,1,2,24,58,24,5
4,1,2,0,17,19,7,0
4,2,4,4,59,2,37,5
3,3,2,1,4,2,26,0
1,2,3,3,20,5,6,18
1,2,3,4,26,11,2,9
1,4,0,1,35,4,18,2
3,3,4,2,33,5,26,0
3,1,1,2,49,8,26,17
2,0,2,1,54,32,34,0
2,2,4,1,70,13,11,4
1,1,4,1,7,5,2,10
2,3,3,4,55,25,15,11
2,0,1,0,6,1,67,12
1,0,1,3,14,32,14,2
2,3,1,2,22,0,14,1
1,0,2,1,37,29,8,1
4,3,0,4,47,9,6,3
1,0,4,0,25,14,7,5
2,2,4,0,14,10,53,4
1,4,1,2,1,11,9,8
4,4,4,3,54,23,9,14
3,4,0,3,0,13,6,0
3,3,4,0,6,0,36,0
2,1,0,2,22,0,4,5
2,1,3,3,39,35,3,0
2,4,3,1,29,11,62,11
3,2,2,4,28,4,18,16
3,1,2,0,14,29,12,4
3,4,1,0,49,0,25,12
2,1,0,4,63,27,2,7
1,3,0,0,35,24,3,13
0,2,2,2,13,4,25,5
0,4,4,1,17,12,17,2
3,1,1,1,40,0,15,13
3,0,0,1,3,8,6,23
4,4,0,0,54,33,6,4
1,1,3,4,44,7,15,3
1,4,2,3,32,3,0,24
1,4,3,4,75,2,2,5
0,1,1,0,41,11,6,10
1,2,1,2,14,39,0,6
2,2,4,2,34,4,7,2
2,4,3,0,6,0,12,7
1,1,0,4,1,44,2,13
2,1,2,3,16,15,2,20
3,3,4,0,57,48,10,10
3,4,2,4,26,12,33,15
0,4,4,4,68,2,30,4
0,0,1,4,53,3,17,0
2,4,1,2,13,11,9,14
0,4,1,1,22,43,9,0
1,3,0,3,49,5,22,4
1,0,2,2,36,2,23,3
2,4,4,1,25,11,6,20
0,2,3,0,46,10,6,5
3,2,4,1,23,22,28,1
0,4,2,2,51,0,11,6
1,2,0,0,1,12,0,21
1,2,3,3,41,26,13,18
1,4,0,2,18,0,13,4
1,3,1,0,21,13,21,6
3,4,4,0,3,6,14,5
1,4,3,2,6,9,16,5
4,4,1,0,2,2,17,13
3,2,0,1,35,21,27,14
0,2,4,3,7,4,14,7
4,1,1,1,14,3,11,11
2,0,4,2,22,0,8,8
3,0,4,4,18,9,12,4
2,4,1,2,73,21,8,13
0,0,3,3,47,11,11,1
4,1,4,0,3,3,32,14
3,2,2,4,22,0,16,7
1,0,3,2,33,24,6,4
1,4,2,1,39,1,3,11
3,2,4,3,7,5,11,6
3,0,1,3,1,28,44,13
4,0,1,2,48,6,6,13
2,3,0,1,16,11,17,3
1,2,2,0,17,13,34,5
1,2,0,4,81,25,33,0
2,4,0,2,54,16,4,1
0,0,4,3,32,2,14,29
0,4,4,4,42,18,4,0
4,1,0,1,22,1,12,7
3,2,4,1,77,2,15,3
3,0,4,1,28,20,13,9
1,4,3,2,49,6,9,17
2,1,3,2,0,13,26,4
0,4,2,0,69,19,2,26
1,1,2,3,47,2,8,10
1,2,3,4,6,27,8,5
0,4,1,1,2,2,36,35
4,0,4,4,5,15,8,0
2,4,0,1,5,6,6,4
0,2,2,0,48,32,11,21
0,3,0,4,2,4,39,9
2,4,2,4,40,1,22,16
1,1,1,1,48,20,6,4
0,0,0,3,54,22,3,20
4,0,0,2,39,12,2,8
1,2,2,3,22,19,2,10
3,4,1,4,21,44,54,1
0,1,2,4,71,16,2,0
4,1,4,2,64,27,9,0
3,3,3,3,6,51,1,4
0,4,1,2,10,22,10,2
1,2,3,4,39,20,6,2
3,3,3,1,3,60,14,2
2,1,4,1,28,46,61,20
0,4,2,3,12,6,6,0
3,4,4,3,19,16,11,2
3,3,0,2,43,15,14,2
2,4,2,0,17,37,11,1
1,0,3,1,11,19,24,2
3,3,2,0,33,18,42,9
1,2,0,4,39,14,23,2
2,0,4,1,4,9,18,0
0,3,2,2,24,9,4,2
3,0,0,0,52,13,3,6
1,2,0,1,44,11,14,13
0,0,1,3,20,66,3,4
0,3,0,0,10,9,8,1
1,3,1,4,63,3,9,12
0,1,3,3,53,32,0,6
1,1,1,2,7,18,9,10
2,0,1,0,45,39,11,3
0,4,1,0,22,21,12,2
0,2,0,4,34,3,36,7
4,0,3,1,25,23,11,0
4,4,1,0,43,16,7,0
0,1,3,2,34,6,22,7
3,1,0,4,42,8,2,9
0,3,1,0,2,10,1,12
1,4,0,4,9,0,7,3
4,4,4,1,6,0,25,4
2,2,3,3,31,3,13,2
2,3,4,4,14,8,43,14
4,4,1,0,24,11,45,5
0,1,3,0,6,24,36,3
0,4,0,4,9,13,19,5
0,0,2,1,16,14,4,2
3,0,2,3,15,31,13,3
3,2,1,0,40,25,20,1
2,0,4,3,29,1,7,4
0,2,3,3,71,16,7,0
4,4,3,1,3,0,2,2
2,3,0,1,14,15,20,14
2,3,1,4,26,10,17,4
4,4,3,0,36,3,9,16
3,2,2,3,72,7,7,26
0,0,1,3,10,19,11,4
4,3,3,0,28,14,28,20
0,4,3,0,33,3,21,14
4,2,1,3,51,4,11,2
1,0,0,2,49,4,16,8
3,0,3,4,6,17,2,4
4,2,0,0,22,32,4,9
2,4,0,2,24,16,9,9
4,4,4,3,49,4,42,23
4,3,4,2,34,37,19,1
1,1,1,1,61,17,36,4
3,1,1,1,72,22,14,5
0,3,3,0,71,47,1,23
3,0,0,0,9,1,11,0
2,3,4,4,27,15,6,8
4,1,0,1,8,10,14,6
0,1,1,3,25,19,19,1
0,0,4,1,17,4,3,4
3,3,0,2,15,0,10,2
2,0,0,1,38,1,27,11
0,0,1,0,10,4,7,17
1,2,0,3,44,57,20,3
3,3,0,4,10,12,8,7
0,1,1,3,1,7,14,5
0,2,0,4,33,10,1,17
0,3,4,4,12,14,4,8
4,4,3,3,14,5,10,3
0,3,3,1,34,2,2,16
0,1,1,2,4,10,3,37
4,0,4,1,34,12,24,16
1,4,1,3,50,6,23,21
3,3,2,0,9,3,0,10
1,1,2,4,24,11,41,7
0,0,0,4,3,5,30,36
1,3,3,4,72,5,0,3
0,4,2,2,49,6,9,22
0,0,1,4,43,35,2,13
1,2,0,3,16,10,48,4
0,0,0,2,49,12,7,10
0,0,1,1,13,6,52,11
0,0,4,3,44,1,1,0
0,2,3,0,35,1,65,7
2,2,2,0,6,69,5,10
4,2,0,3,16,8,8,1
1,1,1,4,28,16,63,11
3,2,2,2,56,33,7,2
4,4,4,2,28,30,43,9
4,0,3,2,18,13,16,2
3,1,4,1,52,5,5,6
0,3,0,0,33,8,11,15
1,2,3,0,51,11,11,4
1,4,3,4,6,4,21,5
4,2,2,0,12,0,2,6
0,2,4,1,31,76,9,11
0,3,4,2,86,4,8,1
0,4,0,2,12,37,10,3
1,1,3,2,70,7,10,4
2,2,3,2,15,1,10,7
2,2,3,1,34,11,2,14
4,2,2,1,28,20,19,11
2,2,4,1,6,6,2,32
1,0,2,2,25,6,5,18
2,0,4,4,65,44,11,0
3,1,1,3,2,11,20,5
1,4,0,4,17,14,7,23
4,2,1,4,45,7,5,1
1,2,0,1,30,7,18,6
0,0,2,2,18,40,12,0
1,0,1,4,0,12,10,16
1,3,0,4,43,41,13,0
0,3,0,4,62,1,7,4
3,2,1,0,15,14,20,12
3,4,3,4,80,25,12,2
3,2,1,0,40,51,0,10
4,3,1,1,44,42,1,3
1,0,1,3,6,5,9,4
2,3,2,3,37,18,8,13
2,4,2,3,35,12,7,0
3,4,2,3,39,4,10,2
3,3,2,4,68,2,17,8
3,2,1,3,11,2,6,9
1,4,3,0,20,6,63,3
0,3,1,2,43,15,5,1
4,0,2,0,18,11,26,32
3,3,3,3,9,6,18,0
4,3,2,4,13,7,30,5
4,1,0,0,37,0,36,2
0,1,4,0,54,13,38,0
2,2,4,0,18,10,26,0
0,1,3,3,31,6,24,6
0,2,1,2,7,30,23,8
0,4,4,3,0,21,1,3
1,1,4,1,56,4,31,3
4,0,3,2,27,6,3,37
3,4,0,0,32,12,15,15
2,0,3,3,44,9,64,5
2,1,1,0,60,9,2,15
1,3,3,2,38,36,2,17
0,2,3,4,58,8,6,6
4,4,1,1,18,2,44,22
4,3,1,0,42,26,43,12
2,0,2,0,60,3,5,11
4,3,3,4,11,44,23,2
0,3,3,3,3,1,42,0
4,4,2,4,2,4,2,13
3,0,4,2,27,26,18,4
3,2,4,3,14,11,21,14
4,2,3,3,41,20,21,3
4,2,0,2,18,15,7,9
2,0,3,0,8,20,34,10
0,0,0,1,36,22,42,9
4,1,4,2,65,4,1,13
4,3,4,4,49,13,29,16
4,1,1,1,52,19,1,5
3,0,3,2,25,18,4,8
3,0,4,3,18,2,2,0
0,3,1,4,35,2,12,3
0,0,0,0,71,8,17,2
0,0,4,0,34,19,3,7
0,3,3,1,6,7,24,4
1,2,4,2,2,23,24,6
4,0,3,3,1,9,1,8
2,3,0,1,7,21,19,4
4,2,2,1,25,62,3,3
0,4,4,4,11,41,8,0
3,3,2,4,20,29,2,13
4,1,0,2,63,13,18,28
3,3,0,2,12,11,8,6
2,2,1,2,40,18,4,15
0,4,2,0,16,26,14,8
3,2,3,1,14,35,19,9
4,0,3,1,21,22,11,5
3,1,4,3,41,11,14,0
2,1,0,2,18,20,0,6
0,4,1,0,20,1,15,1
1,0,0,1,3,9,8,15
2,1,1,2,5,0,7,3
0,2,3,4,84,4,19,0
2,2,4,2,20,7,6,4
3,0,4,0,30,2,0,7
2,0,2,2,22,2,28,12
2,1,1,4,67,26,10,4
2,3,0,4,9,13,5,5
4,0,4,2,54,37,8,18
4,0,4,0,24,44,4,18
4,4,4,2,36,2,40,5
0,1,3,3,1,0,6,1
0,2,3,0,31,19,0,12
0,2,2,2,28,7,9,4
2,4,2,3,17,2,25,2
4,2,2,0,50,0,16,1
3,3,0,1,4,15,4,10
0,3,4,0,30,0,1,0
3,2,2,2,11,0,5,3
3,2,0,0,44,7,7,15
3,3,1,0,53,8,13,6
3,2,2,4,35,8,6,34
1,4,4,1,19,12,1,18
2,0,2,2,24,1,11,33
0,1,3,4,14,13,58,7
4,3,2,2,17,14,28,3
3,4,0,2,31,11,10,21
2,3,1,4,7,17,2,0
4,1,3,1,36,0,0,10
2,4,4,3,30,3,34,11
0,2,0,4,3,3,0,5
4,4,3,1,54,13,16,4
4,2,4,3,10,11,3,1
4,0,0,2,13,20,16,18
1,1,0,0,14,10,4,9
0,0,3,1,26,34,19,9
0,0,1,0,37,11,0,6
0,1,2,3,71,6,7,1
2,4,3,1,20,10,3,9
4,1,0,2,19,4,3,4
0,0,4,1,20,8,41,7
0,1,3,4,62,15,3,6
4,0,1,0,50,27,9,1
4,3,3,1,31,0,4,16
0,1,3,3,16,24,4,0
3,1,4,2,15,6,7,3
4,0,4,1,17,11,7,12
0,1,0,4,25,3,3,0
1,2,0,3,16,9,6,8
1,4,4,3,46,4,5,7
3,2,3,1,18,6,16,2
1,0,1,1,15,5,9,18
4,1,0,0,100,14,24,1
0,1,2,1,24,17,21,4
2,3,4,3,14,7,3,2
3,4,4,0,1,24,9,9
4,2,3,0,46,21,0,0
2,0,0,3,44,13,11,3
1,2,0,0,2,24,9,7
3,2,0,3,36,18,43,19
2,2,1,1,30,10,6,4
4,3,3,0,30,3,11,12
4,3,3,3,26,29,1,3
3,2,3,0,31,7,29,8
2,0,3,3,37,15,29,6
1,4,4,3,32,18,10,4
4,2,4,1,29,31,2,3
3,1,1,1,18,1,14,1
2,1,4,4,5,15,21,4
0,2,4,2,32,4,10,8
4,2,1,1,18,0,25,0
3,1,1,1,21,14,1,15
2,3,2,3,3,14,1,0
4,1,4,2,21,18,21,0
2,3,0,4,53,9,8,7
1,0,4,4,35,10,5,17
2,3,1,0,24,3,11,3
2,4,3,4,27,4,9,9
2,3,4,0,13,8,2,3
1,0,0,3,35,12,0,20
0,2,3,3,8,0,21,24
4,3,3,1,27,33,16,1
0,0,2,4,0,1,14,2
3,0,2,1,18,13,2,0
0,2,2,1,38,30,38,9
4,1,3,1,13,7,9,2
3,3,2,0,36,9,16,4
2,1,2,3,44,14,5,2
4,0,1,4,35,49,22,12
0,1,3,0,34,26,32,8
1,0,0,2,30,1,1,8
0,3,0,0,63,7,6,8
3,3,1,0,25,40,36,10
4,1,3,0,27,16,6,1
1,3,2,1,0,6,21,0
3,4,0,4,4,2,19,16
4,0,4,0,52,23,4,7
3,4,1,2,27,1,29,1
3,1,0,3,30,1,0,6
4,2,2,1,65,7,4,13
2,3,3,4,31,2,38,8
3,2,1,1,19,3,8,37
1,4,1,4,7,17,9,1
1,0,2,4,10,11,3,10
3,4,0,3,16,30,43,10
3,2,0,3,30,30,5,1
2,3,1,0,7,5,11,1
3,1,4,4,36,5,36,0
3,0,4,1,55,3,11,5
0,2,4,2,31,6,9,4
2,3,4,1,41,15,6,8
3,3,2,0,51,15,15,3
3,4,0,2,8,18,2,16
2,4,3,0,28,2,17,2
3,2,3,2,4,14,1,0
2,3,1,0,55,15,46,10
2,1,2,3,10,16,22,3
2,0,3,4,13,3,39,5
4,2,0,4,28,24,12,2
0,4,3,3,40,3,1,21
1,2,4,4,73,55,19,4
1,2,0,4,25,37,25,19
2,4,3,2,8,1,20,16
4,0,1,4,7,21,21,3
0,3,3,2,17,11,55,17
3,2,3,4,54,22,7,13
2,2,4,1,2,56,0,2
4,0,4,3,6,17,2,4
0,1,2,1,18,0,11,0
4,1,2,3,14,25,1,1
2,3,2,3,3,2,5,1
0,2,4,4,6,19,1,7
3,1,1,2,25,26,9,1
1,1,0,0,16,25,2,5
3,1,3,1,40,4,22,5
4,4,4,4,14,10,4,3
1,1,0,1,92,23,0,1
0,0,3,4,42,3,48,12
4,4,2,3,13,11,2,0
2,4,1,0,70,16,13,24
2,1,1,1,60,4,16,3
0,3,1,1,0,74,13,22
2,3,4,4,1,8,8,8
2,1,3,3,47,41,5,3
1,3,0,2,29,17,17,16
0,3,4,1,52,0,0,10
0,4,1,3,30,51,20,5
0,0,4,4,40,17,4,2
1,1,2,4,0,2,3,7
3,4,1,1,0,10,9,27
2,0,2,0,32,7,11,6
0,1,2,1,1,14,9,49
0,2,1,3,8,12,10,1
3,0,0,4,18,5,16,9
3,0,2,4,42,3,43,2
1,0,4,4,10,50,2,7
2,0,3,3,8,5,14,11
3,1,2,4,33,10,17,15
4,3,0,1,5,27,10,7
0,2,1,3,16,3,43,2
0,4,3,3,55,15,37,4
1,2,4,3,26,8,12,8
3,1,4,1,47,12,22,6
4,3,1,4,17,1,13,16
3,0,3,4,63,16,27,1
3,4,4,0,23,5,13,15
3,3,2,4,11,24,31,14
0,4,4,3,43,21,56,2
1,1,0,3,51,11,0,4
2,2,1,3,17,17,1,2
2,3,2,1,25,5,30,2
1,2,3,4,47,26,0,0
0,1,2,3,29,5,2,8
0,4,3,3,54,1,4,12
4,1,1,0,9,30,11,4
3,0,4,0,27,37,2,14
2,0,2,0,13,14,30,6
1,2,0,3,40,7,14,1
1,0,0,3,24,15,0,25
0,2,4,4,14,25,15,3
1,0,1,0,3,3,21,14
0,2,4,2,14,37,11,6
1,0,4,1,4,10,25,6
2,2,1,1,8,22,23,9
3,2,0,1,13,8,4,0
2,1,3,4,66,1,20,7
4,4,4,0,15,7,14,4
1,0,4,0,35,11,0,0
1,3,3,0,11,0,12,14
3,0,0,2,4,5,49,15
0,2,0,2,0,46,9,9
3,4,3,0,39,2,7,5
4,0,3,4,38,0,19,22
3,4,3,1,30,14,7,16
0,0,3,4,32,5,7,8
0,3,1,3,25,4,55,10
4,2,1,3,15,0,32,5
2,4,4,3,14,12,23,1
0,2,1,3,27,33,1,0
3,4,2,4,58,50,15,13
1,1,1,2,57,27,0,13
4,0,1,2,45,12,8,3
2,3,0,3,4,8,1,2
4,4,2,2,26,10,6,0
0,1,1,0,36,13,37,1
1,3,3,0,7,20,6,8
0,3,0,0,40,13,10,4
3,1,3,1,10,1,18,6
0,3,3,4,3,19,4,4
4,1,3,2,18,1,23,5
2,4,2,2,25,4,29,21
4,1,4,3,65,20,8,10
0,0,4,1,20,2,0,0
2,0,3,3,10,0,18,13
4,4,0,2,27,23,27,2
4,4,1,0,30,18,22,1
3,0,3,1,9,46,9,2
4,2,4,0,6,19,5,4
3,0,3,0,47,15,6,20
3,3,2,2,35,21,44,1
1,2,1,3,58,7,3,0
4,3,4,3,52,4,19,1
1,1,3,0,40,7,27,7
1,1,3,3,39,3,10,6
4,1,2,4,20,38,18,11
4,1,4,3,26,26,49,22
3,1,2,3,50,0,6,3
2,4,4,1,22,12,12,10
4,2,1,3,87,15,26,13
2,4,2,3,13,12,7,2
0,0,2,0,29,16,6,7
1,0,4,3,30,21,4,13
2,2,3,3,5,24,7,11
0,3,4,3,32,3,5,32
4,2,4,4,49,9,37,24
1,2,3,0,15,9,30,13
4,2,1,2,15,1,53,1
1,4,3,0,26,24,10,0
2,4,3,2,10,12,11,1
4,4,3,3,100,8,9,15
4,4,0,1,35,9,2,8
2,2,3,4,16,2,31,4
1,4,1,3,45,3,7,20
4,3,0,3,53,5,33,6
1,2,1,1,23,11,7,5
2,2,2,1,30,13,9,27
1,4,2,2,30,21,3,9
2,1,3,1,25,38,1,4
2,3,3,2,74,16,20,1
3,4,3,4,6,23,13,1
4,2,2,1,55,2,15,4
0,4,2,4,18,1,31,0
2,4,2,1,8,0,5,17
2,1,3,2,41,17,4,11
1,0,0,3,30,0,14,14
1,2,0,2,14,18,5,17
3,4,1,2,12,26,14,24
4,3,4,3,63,5,3,16
2,4,1,3,3,10,18,4
4,2,3,1,31,13,8,14
4,3,0,3,1,8,8,4
1,0,3,4,15,3,38,7
2,3,2,4,46,22,0,2
2,1,3,1,42,11,6,16
4,4,0,0,3,7,1,0
3,3,1,0,55,26,28,4
1,2,1,2,34,19,50,6
1,3,4,1,2,13,24,1
3,0,3,1,28,2,4,2
2,3,2,3,47,11,3,3
1,0,1,3,21,19,0,15
0,1,4,4,19,6,3,4
2,3,2,1,6,24,15,0
1,0,3,0,12,17,2,28
3,2,3,3,46,3,54,4
4,4,1,2,29,20,14,19
3,1,1,0,0,0,9,4
0,1,4,2,27,1,11,31
3,4,1,3,0,38,3,1
2,2,3,4,33,18,28,4
0,1,4,2,12,16,6,4
2,1,0,4,38,29,19,2
3,1,3,1,15,7,16,0
2,4,2,2,37,3,4,6
4,1,0,0,4,3,0,6
0,3,3,3,32,0,8,1
4,2,0,4,29,12,5,13
0,1,2,3,31,10,0,10
3,2,4,1,24,11,17,3
1,1,4,4,13,30,18,12
3,0,3,2,33,3,4,47
2,2,0,4,24,11,7,0
4,4,3,2,12,5,2,4
3,2,4,4,22,11,12,7
1,2,1,0,44,1,9,5
0,0,4,0,26,19,21,2
3,3,4,0,1,6,6,3
1,0,3,0,15,9,8,0
0,1,1,3,60,25,14,12
0,2,3,2,37,16,4,5
3,4,4,3,27,7,5,10
0,0,1,0,32,9,13,2
2,0,3,0,14,0,41,1
0,0,4,2,13,10,12,8
4,3,4,2,32,5,6,10
4,3,0,3,6,10,6,8
3,3,2,2,43,9,3,2
0,2,3,1,9,24,33,5
1,3,3,4,8,7,19,21
3,3,2,3,49,2,0,21
1,3,0,1,5,14,6,3
2,0,2,3,23,10,21,7
3,3,2,1,19,36,18,12
1,4,0,4,6,34,14,0
4,2,2,1,15,4,7,5
3,3,2,2,29,1,1,0
0,1,2,1,56,1,6,20
0,3,4,1,41,5,41,7
0,0,4,2,44,23,9,6
4,4,1,3,47,27,1,15
4,1,2,2,33,11,0,3
1,1,2,3,30,10,13,0
2,2,4,0,19,27,0,9
1,4,2,0,70,0,12,17
2,4,4,3,8,8,27,33
1,1,0,0,0,22,8,14
4,1,1,3,14,13,7,3
4,4,0,1,6,8,9,4
0,4,0,0,48,2,5,10
1,4,4,0,26,4,8,17
4,2,2,2,60,33,9,5
2,1,1,4,3,3,2,1
0,1,2,0,26,29,15,12
2,3,1,3,15,21,10,10
3,1,0,2,35,22,1,1
2,3,3,4,63,18,5,26
4,4,0,1,15,6,1,10
1,2,2,3,41,16,3,4
3,0,1,0,9,6,6,13
2,3,2,4,6,26,2,0
4,0,3,4,27,9,23,11
0,0,4,2,61,3,41,2
2,0,1,1,23,1,9,3
3,2,3,1,33,15,28,8
3,2,0,1,4,1,3,0
1,0,3,0,14,18,13,5
3,3,3,1,108,1,1,4
1,0,1,4,37,5,0,9
3,2,1,4,15,5,13,0
4,1,3,3,32,0,2,10
2,3,2,4,3,14,13,1
2,2,0,2,35,16,20,36
4,3,2,1,8,4,5,21
0,3,0,4,18,0,2,0
3,3,2,2,42,8,5,8
3,2,3,0,14,1,14,0
1,1,1,2,1,29,13,6
3,1,1,0,40,5,21,12
2,1,0,3,19,12,31,11
1,4,0,1,47,37,16,13
2,1,2,1,81,7,0,2
1,2,0,3,36,38,0,11
1,2,0,0,5,30,24,6
1,4,3,1,11,16,3,10
0,1,1,2,33,10,7,23
2,0,4,1,55,26,13,8
2,0,4,2,4,1,15,5
3,1,1,1,2,21,6,2
3,4,4,2,44,0,1,5
0,0,4,3,84,3,0,0
4,2,4,2,37,10,51,7
2,3,1,1,4,11,18,21
0,4,0,4,57,21,10,20
2,0,4,3,24,8,17,4
2,4,3,0,3,12,7,25
0,1,0,2,56,58,3,14
4,0,1,4,31,27,13,10
0,3,0,4,60,9,11,6
0,2,4,3,61,17,4,6
3,2,2,0,48,10,26,2
1,1,1,2,11,25,14,5
1,1,3,1,11,33,80,3
1,4,1,0,57,35,7,3
2,0,4,3,40,31,5,0
3,2,0,2,29,8,2,9
0,4,2,0,3,5,21,3
1,1,0,1,29,5,16,12
1,2,3,3,25,26,63,2
4,3,1,0,55,8,16,22
1,1,1,0,56,3,11,2
3,1,1,0,0,2,11,2
1,3,2,0,59,0,6,18
0,3,3,1,12,2,18,16
4,3,0,0,18,39,15,1
4,4,2,4,1,5,16,2
3,0,3,2,25,25,3,3
2,4,3,3,2,2,20,24
3,1,2,4,22,11,10,11
0,3,1,2,2,12,3,0
2,0,1,2,63,16,5,12
3,3,3,0,35,3,11,4
3,0,4,1,5,0,0,11
3,4,3,1,22,2,37,4
0,1,2,4,15,6,27,22
3,3,3,0,19,27,31,1
2,4,0,3,45,25,7,5
4,4,1,4,43,23,38,4
2,0,4,4,40,8,1,7
2,2,3,1,46,6,3,5
2,3,4,2,63,42,4,31
1,2,3,3,9,23,9,2
4,0,4,0,37,1,1,5
2,0,2,0,15,5,14,4
0,2,0,1,17,8,5,1
2,0,2,2,16,17,2,4
1,0,0,1,8,5,16,0
2,4,4,3,31,21,5,13
4,4,2,2,44,11,5,0
1,2,0,3,76,10,30,17
3,0,2,0,18,44,13,9
4,1,0,4,66,17,3,3
4,4,4,1,17,29,33,0
4,1,2,2,28,11,22,10
3,2,3,3,15,2,18,9
3,2,1,0,16,7,22,20
0,4,4,2,8,2,2,1
1,0,3,1,3,4,1,18
0,1,3,0,12,2,10,1
1,0,1,2,65,45,5,10
1,0,1,3,32,22,6,1
4,3,1,4,42,0,13,4
1,1,2,4,11,12,19,2
0,0,0,4,63,0,15,4
1,1,3,1,34,3,5,8
3,1,0,4,46,26,3,7
1,0,3,3,37,41,2,0
0,0,1,2,5,35,22,4
1,3,0,1,27,45,31,9
2,0,0,3,9,17,5,28
4,1,4,4,36,12,7,6
3,1,1,4,31,7,11,1
2,4,0,1,4,33,10,5
3,1,3,4,2,26,0,6
4,2,4,4,29,17,4,1
3,2,4,0,38,14,20,14
0,0,1,3,42,13,6,4
2,2,3,3,30,9,8,0
0,0,2,0,21,28,13,1
0,2,0,1,28,11,1,0
0,1,4,3,2,1,4,4
4,0,2,2,5,1,14,13
2,0,3,1,54,21,4,6
3,3,2,0,8,11,1,15
2,4,3,3,46,0,25,1
3,1,1,1,27,3,24,8
0,2,2,3,62,8,4,7
4,3,3,3,13,7,12,0
4,2,0,1,18,10,11,3
1,1,0,2,21,5,14,4
1,0,1,4,29,9,48,13
3,2,3,0,20,5,1,9
4,1,0,1,22,1,18,4
4,1,1,4,29,13,6,11
3,3,2,3,56,40,4,7
1,3,3,4,61,0,17,2
4,0,1,0,0,0,32,7
4,2,3,2,37,21,7,6
1,3,1,4,74,24,39,10
4,2,3,2,24,8,13,13
2,4,4,2,0,23,25,7
3,1,1,1,12,1,23,0
3,1,1,2,5,2,8,3
2,4,3,3,7,48,9,1
4,4,1,4,58,24,3,9
0,2,3,3,4,1,2,2
2,1,2,3,15,18,3,2
2,3,4,2,76,9,60,3
2,1,3,3,1,2,17,4
4,0,1,4,12,8,18,7
1,0,0,3,8,23,13,6
1,2,4,1,61,5,2,3
4,3,3,0,22,10,6,3
2,1,3,4,38,8,3,18
4,4,0,1,51,14,20,6
3,3,0,2,6,1,18,1
0,3,3,2,36,6,19,23
1,1,2,4,43,4,14,11
4,4,2,3,16,4,5,0
4,1,2,4,17,16,27,20
1,4,0,2,39,38,2,5
0,1,4,2,22,5,2,2
1,4,0,2,7,12,14,2
3,4,3,3,29,14,19,10
1,1,4,0,20,2,15,23
3,2,0,4,52,3,41,0
2,0,2,4,13,11,6,4
4,2,2,1,14,3,7,18
4,0,1,2,23,5,15,7
4,4,1,0,63,25,14,6
1,0,1,1,19,49,5,2
2,3,4,3,31,20,10,5
1,3,0,0,19,16,4,14
4,3,3,3,33,19,8,36
0,1,1,3,44,40,0,1
2,1,0,3,69,10,27,2
3,2,1,1,40,20,21,3
2,0,1,2,71,0,67,0
2,4,2,3,7,16,0,0
3,1,0,0,39,38,6,8
2,1,0,1,81,30,8,12
1,0,4,2,58,11,10,11
4,3,3,1,65,24,3,9
2,4,0,0,3,6,0,4
3,1,0,0,7,22,0,0
0,0,0,1,6,7,2,0
3,3,2,2,32,42,10,1
3,3,0,4,16,24,16,5
4,0,0,1,8,8,1,2
0,3,2,0,69,5,31,2
2,4,0,4,3,6,20,14
0,4,0,1,43,6,12,1
2,0,4,2,32,38,7,1
0,4,1,2,22,9,0,2
0,3,1,1,28,0,8,17
0,2,4,1,30,1,11,0
1,2,4,1,26,10,8,15
1,3,3,1,68,1,7,2
3,2,1,0,36,8,19,1
4,1,1,3,19,4,37,0
2,2,2,2,20,0,12,9
4,0,1,0,32,0,0,4
1,0,2,1,54,18,5,7
2,4,1,4,28,13,28,11
3,2,2,1,53,40,17,4
1,1,4,2,33,14,22,16
2,3,3,1,43,7,26,1
2,2,1,3,37,10,11,9
0,4,1,2,26,0,3,17
2,0,0,0,18,8,7,15
1,2,0,3,28,6,4,5
1,0,3,3,15,5,23,14
2,0,1,0,36,3,5,20
3,3,1,4,16,8,9,28
4,2,1,2,18,2,25,4
4,3,1,3,63,10,13,5
3,2,4,2,80,17,26,1
1,4,4,4,67,4,21,13
0,1,4,2,45,11,8,3
4,0,4,0,42,4,5,7
0,1,1,0,55,17,13,7
3,3,2,3,8,39,33,0
0,1,1,4,42,2,14,16
